link,title,date,summary,paragraph
https://www.santander.com/es/sala-de-comunicacion/notas-de-prensa/2025/10/banco-santander-colombia-realizo-con-exito-su-primera-emision-de-bonos-sostenibles-en-el-pais-por-350000-millones,Banco Santander Colombia realizó con éxito su primera emisión de bonos sostenibles en el país por $350.000 millones,2025-10-16,Banco Santander anunció que completó con éxito su primera emisión de bonos sostenibles en la Bolsa de Valores de Colombia.,"Bogotá, 16 de octubre de 2025. Banco Santander anunció que completó con éxito su primera emisión de bonos sostenibles en la Bolsa de Valores de Colombia (bvc). La transacción demostró un gran apetito del mercado, alcanzo una demanda por $974.963 millones, de los cuales adjudicó $350.000 millones. La transacción fue realizada mediante subasta holandesa y contó con referencias en tasa fija a 2 y 4 años según la demanda del mercado que alcanzó las 2,8 veces."
https://www.santander.com/es/sala-de-comunicacion/notas-de-prensa/2025/10/grupo-financiero-santander-mexico-gana-dos-premios-platino-de-fintech-americas-por-innovacion-digital-en-banca-movil-y-transformacion-digital,Grupo Financiero Santander México gana dos Premios Platino de Fintech Americas por innovación digital en banca móvil y transformación digital,2025-10-16,Grupo Financiero Santander México fue reconocido con dos Premios Platino 2026 en el marco de los Premios País a los Innovadores Financieros en las Américas de Fintech Americas.,"Ciudad de México, 16 de octubre de 2025. Grupo Financiero Santander México fue reconocido con dos Premios Platino 2026 en el marco de los Premios País a los Innovadores Financieros en las Américas de Fintech Americas, afianzando su liderazgo en transformación digital dentro del sector bancario."
https://www.santander.com/es/sala-de-comunicacion/notas-de-prensa/2025/10/santander-y-coursera-impulsan-la-empleabilidad-con-50000-cupos-para-cursos-de-formacion-gratuita-y-online,Santander y Coursera impulsan la empleabilidad con 50.000 cupos para cursos de formación gratuita y online,2025-10-10,Los beneficiarios tendrán acceso durante 12 meses a más de 80 cursos en las competencias más demandadas por el mercado laboral.,"Banco Santander, en colaboración con la plataforma global de aprendizaje en línea Coursera, ha lanzado una convocatoria de 50.000 cupos gratuitos del Curso Santander | Skills for Work para personas mayores de 18 años en 13 países. Esta iniciativa busca mejorar la empleabilidad a través de formación continua en habilidades clave como inteligencia artificial, liderazgo o idiomas."
https://www.santander.com/es/sala-de-comunicacion/notas-de-prensa/2025/10/santander-es-reconocido-por-coursera-por-su-liderazgo-en-aplicacion-de-inteligencia-artificial-para-la-educacion,Santander es reconocido por Coursera por su liderazgo en aplicación de inteligencia artificial para la educación,2025-10-07,"Santander México, el banco que más apoya a la educación en el país, fue galardonado por segundo año consecutivo con el Premio al Logro Excepcional 2025 en América Latina por su aplicación de inteligencia artificial para la educación, por Coursera","Ciudad de México, 7 de octubre de 2025. El reconocimiento se entregó en el marco del foro Coursera Connect México 2025, realizado en la Universidad Anáhuac Campus Sur, donde líderes del sector educativo y empresarial analizaron cómo la inteligencia artificial generativa está transformando la educación, el desarrollo de habilidades y las oportunidades laborales en la región."
https://www.santander.com/es/sala-de-comunicacion/notas-de-prensa/2025/10/santander-mexico-primer-banco-en-eliminar-por-completo-la-comision-en-transferencias-internacionales-a-traves-de-la-app,Santander México primer banco en eliminar por completo la comisión en transferencias internacionales a través de la App,2025-10-02,Banco Santander México anuncia que a partir de hoy sus clientes podrán realizar transferencias internacionales desde la aplicación del banco sin pagar comisión alguna.,"Ciudad de México, 2 de octubre de 2025. Con esta iniciativa, Santander elimina por completo la tarifa de 15 dólares por envío, liberando de comisiones a sus clientes que requieren enviar recursos por negocios, a familiares, en emergencias o para cubrir pagos o necesidades en el extranjero. El servicio está disponible las 24 horas, los 7 días de la semana, en siete divisas (USD, EUR, GBP, CHF, SEK, JPY y CAD), sin monto mínimo de operación o número de transacciones y con un proceso ágil en tres pasos."
https://www.santander.com/es/sala-de-comunicacion/notas-de-prensa/2025/09/universidad-insurgentes-se-suma-a-universia-jobs-para-acercar-60-mil-oportunidades-de-empleo-a-su-comunidad-en-mexico,Universidad Insurgentes se suma a Universia Jobs para acercar 60 mil oportunidades de empleo a su comunidad en México,2025-09-29,"Banco Santander México, a través de Universia México, y Universidad Insurgentes anunciaron una alianza estratégica para integrar la plataforma Universia Jobs, ya en operación en la institución académica.","Ciudad de México, 29 de septiembre de 2025. Con esta incorporación, alumnos y egresados de Universidad Insurgentes tendrán acceso a 60 mil vacantes de empleo en 8 países y más de 37 mil empresas a nivel global, lo que potenciará sus posibilidades laborales dentro y fuera de México."
https://www.santander.com/es/sala-de-comunicacion/notas-de-prensa/2025/09/cerca-del-90-de-las-organizaciones-ganadoras-de-los-fondos-concursables-santander-implementara-sus-proyectos-en-regiones,Cerca del 90% de las organizaciones ganadoras de los Fondos Concursables Santander implementará sus proyectos en regiones en Chile,2025-09-29,"En esta segunda versión, se espera impactar positivamente a 16.750 personas.","Tras un exhaustivo proceso, Santander seleccionó los 19 proyectos ganadores de la segunda versión de sus Fondos Concursables, una iniciativa -en colaboración con la Corporación Simón de Cirene- que apoya propuestas de organizaciones de la sociedad civil sin fines de lucro que promuevan el bienestar social o financiero de las comunidades que más lo necesitan."
https://www.santander.com/es/sala-de-comunicacion/notas-de-prensa/2025/09/santander-destaca-nuevamente-en-el-djsi-reflejando-su-compromiso-con-la-sostenibilidad,"Santander destaca nuevamente en el DJSI, reflejando su compromiso con la sostenibilidad",2025-09-25,"El Banco alcanzó una puntuación de 85 sobre 100, lo que representa un avance de 5 puntos respecto al año anterior.","La entidad es parte de este índice que exige a las empresas participantes los más altos estándares en materia de sostenibilidad. En 2025, el Banco alcanzó una puntuación de 85 sobre 100, lo que representa un avance de 5 puntos respecto al año anterior. Además, se mantiene en el percentil 96, lo que significa que se ubica dentro del 4% superior de las empresas evaluadas en la industria bancaria a nivel global."
https://www.santander.com/es/sala-de-comunicacion/notas-de-prensa/2025/09/santander-es-reconocido-como-mejor-banco-para-pymes-en-chile-por-global-finance,Santander es reconocido como Mejor Banco para pymes en Chile por Global Finance,2025-09-25,"Este premio reafirma el liderazgo del Banco, destacándose por su innovación y compromiso con el crecimiento sostenible de sus clientes.","Banco Santander ha sido reconocido como el Mejor Banco para Pymes en Chile en los prestigiosos premios Best SME Banks 2026 otorgados por Global Finance. Este galardón destaca el compromiso continuo de Santander con las pequeñas y medianas empresas, un sector clave para el desarrollo económico del país."
https://www.santander.com/es/sala-de-comunicacion/notas-de-prensa/2025/09/santander-la-mejor-empresa-para-mujeres-en-el-sector-financiero,"Santander, la mejor Empresa para Mujeres en el sector financiero",2025-09-22,"El ranking Súper Empresas para Mujeres 2025, elaborado por Top Companies, destaca también al banco como la segunda mejor entre todas las empresas del país.","Ciudad de México, 22 de septiembre de 2025.- Banco Santander México fue reconocido como la mejor “Súper Empresa para Mujeres 2025” dentro del sector financiero y como la segunda mejor de todas las empresas del país en el ranking que elabora Top Companies, en reconocimiento a sus políticas de equidad de género, inclusión laboral y programas de desarrollo profesional para mujeres."
https://www.santander.com/es/sala-de-comunicacion/notas-de-prensa/2025/08/santander-lanza-app-para-atender-a-personas-con-discapacidad-auditiva-y-del-habla-en-sucursales,Santander lanza app para atender a personas con discapacidad auditiva y del habla en sucursales,2025-08-25,"Banco Santander México lanza “¡Háblalo!”, una innovadora aplicación móvil diseñada para facilitar la comunicación de personas con dificultades del habla y auditivas dentro de las sucursales bancarias","Ciudad de México, 25 de agosto de 2025. Con el firme propósito de promover la accesibilidad para todos sus clientes, Banco Santander México lanza “¡Háblalo!”, una innovadora aplicación móvil diseñada para facilitar la comunicación de personas con dificultades del habla y auditivas dentro de las sucursales bancarias, promoviendo una comunicación inclusiva que rompe barreras."
